Patron ID,Arrival Time,Turnaround Time,Waiting Time,Response Time
98,10089,31974,31694,68
49,4909,38205,37875,132
110,11163,33100,32900,33100
20,2245,42996,42616,322
114,11629,33908,33648,76
232,23363,22401,22151,156
3,313,45661,45201,513
247,24747,21422,21022,86
69,7093,39280,39080,39280
26,2858,43748,43348,111
65,6780,40370,39960,160
144,14402,33558,33268,4405
139,13979,34200,34000,34200
71,7132,42299,42009,85
152,15448,34446,34026,44
153,15412,34983,34483,13914
2,246,50489,50279,490
166,16851,34151,33811,56
159,15947,35181,34781,318
40,4297,47326,47126,47326
164,16686,35190,34900,2451
171,17241,36200,35910,2196
130,13184,40433,40233,40433
22,2219,51630,51320,115
173,17591,36463,35813,234
190,19209,35066,34766,12067
50,5294,49207,48897,137
183,18520,36205,35825,163
211,21165,33800,33400,33800
192,19390,35977,35467,35
233,23488,32206,31816,700
91,9102,46928,46538,78
1,227,56126,55476,536
193,19466,37834,37254,17
78,7862,50100,49600,40753
216,21839,36451,36021,42
199,20112,38522,37992,150
160,16024,42917,42517,13369
151,15247,44706,44366,79
103,10443,50134,49324,24
218,22063,38833,38233,16
56,5651,55883,55493,808
246,24735,37108,36718,75
235,23665,38516,37976,11473
236,23642,38833,38223,43
60,6164,56683,56043,162
117,11847,51928,51218,396
243,24513,39614,39224,309
241,24205,40189,39599,136
230,23265,42169,41569,88
28,2994,62759,62359,166
121,12181,53946,53446,195
128,13031,53413,52933,293
141,14129,52631,51951,149
90,9021,58360,57550,5161
135,13572,54806,54336,13
134,13563,55130,54830,55130
239,24073,45243,44943,45243
113,11560,58098,57488,88
70,7047,62906,62256,415
31,3151,67101,66661,71
42,4224,66404,65944,130
74,7454,64439,63249,3198
222,22373,49876,49496,93
145,14634,57884,57374,28
107,10905,62302,61832,15
76,7854,66005,65375,125
88,8990,65547,64837,146
18,1951,72929,72139,37
214,21515,53724,53344,132
37,3817,72075,71665,88
57,5813,70440,69730,96
186,18878,57695,57315,106
6,619,76547,75887,275
100,10012,67704,66984,205
161,16196,61907,61197,110
4,439,78308,77808,78308
105,10753,68552,67552,16440
104,10680,70178,69588,98
208,20890,60480,59970,75
223,22417,59450,58650,3109
38,4047,78380,77650,98
172,17213,65731,64861,143
158,15824,68209,67559,299
210,21214,63825,63325,63825
213,21392,64120,63460,136
249,25021,62661,62151,111
244,24530,64268,63768,64268
30,3006,86316,85426,98
15,1511,88823,88273,279
115,11528,79891,79281,86
209,20962,70999,70049,62
123,12575,79926,79146,302
234,23676,70386,69786,2850
19,2158,92430,91620,26
212,21487,73543,72723,34
120,12079,83533,82023,101
48,4865,91269,90569,323
177,17961,78670,77630,93
82,8397,88790,87740,97
181,18213,80052,79522,88
33,3552,95229,94559,102
53,5363,93925,93035,28
122,12202,87595,86785,128
11,1348,98987,98227,181
195,19750,81113,80073,96
94,9596,91816,90866,21
217,21750,80234,79734,80234
202,20205,82280,81380,2659
12,1487,101550,99930,35301
154,15578,87993,87443,107
93,9453,94604,92894,8175
187,18884,85720,85210,55
198,19837,85292,84782,103
143,14374,91260,90010,147
240,24146,82005,81405,1607
8,883,105744,105004,53
17,1814,105378,104278,61681
124,12610,95114,94604,35
133,13352,94921,94411,100
207,20759,87985,86755,231
170,17252,92036,91046,51
73,7462,102298,101368,211
197,19832,90507,89717,31
157,15792,95065,94525,58
55,5699,105718,105018,38137
147,14761,97171,96361,83
35,3750,108697,108077,125
112,11264,101713,101123,681
175,17680,95838,93988,191
140,14187,99854,99064,105
169,17077,97494,96834,63
194,19429,95667,94577,32
203,20440,95220,94500,1636
102,10315,105881,104861,135
167,16934,99745,98975,162
43,4411,112780,111580,118
45,4779,112964,111934,67
238,23823,94503,93593,165
146,14704,104136,103016,14
