Patron ID,Arrival Time,Turnaround Time,Waiting Time,Response Time
0,67,77,27,77
1,189,222,22,222
2,226,286,196,202
8,887,61,31,61
3,434,1030,730,1030
9,1112,913,463,369
4,538,2861,2481,321
5,505,3236,2776,151
6,869,3359,2259,1534
7,794,3978,2978,112
