Patron ID,Arrival Time,Turnaround Time,Waiting Time,Response Time
367,36788,128300,127580,127660
368,36805,128969,128379,128609
366,36818,129290,128990,129156
369,37015,129820,129260,129211
370,37131,130522,129872,129738
371,37188,132063,130853,130940
372,37204,132562,131872,131253
373,37404,133055,132525,132453
374,37470,133747,133077,133074
375,37599,133876,133696,133674
376,37675,134431,133861,133924
377,37840,135483,134343,134769
379,37965,135427,135397,135427
378,38002,135610,135400,135398
380,38080,135830,135580,135729
381,38313,136280,135990,135721
382,38323,136471,136021,135832
383,38372,136786,136566,136487
384,38472,137610,136760,137012
385,38668,137971,137531,137473
386,38762,138344,137844,138344
387,38912,138957,138297,138755
389,38936,139524,138964,138934
390,39005,139983,139853,139467
388,39045,140075,139725,139556
391,39243,139859,139849,139859
392,39398,139875,139755,139875
393,39595,139698,139678,139683
395,39619,139768,139758,139768
394,39659,140871,139781,139752
396,39687,140861,140851,140861
397,39853,141447,140767,140906
399,40022,141234,141224,141234
400,40086,141573,141313,141322
398,40094,141806,141606,141806
401,40187,142301,141781,141820
402,40292,142234,142204,142234
403,40503,142393,142023,141983
404,40617,142510,142360,142396
405,40641,143509,142639,142716
406,40748,144234,143474,143519
407,40975,144713,144123,144173
408,41031,144798,144698,144670
410,41086,145657,144907,145057
409,41111,146790,145800,145685
411,41313,147664,146724,147143
412,41404,147699,147599,147681
414,41411,148111,147811,147798
413,41430,148775,148145,148108
415,41672,148909,148519,148817
416,41696,149548,148948,148959
417,41830,149762,149502,149465
418,42031,150150,149550,149635
419,42129,150212,150132,150212
420,42140,150836,150256,150517
421,42303,151427,150687,150954
423,42377,151743,151463,151514
424,42467,152537,151817,151982
422,42488,152998,152498,152678
425,42656,153260,152950,152897
427,42763,153716,153216,153221
426,42849,153832,153712,153832
429,42966,154307,153857,153879
428,43012,154715,154325,154327
430,43195,155053,154633,154579
431,43269,155243,155113,155102
432,43322,155290,155160,155260
433,43464,156015,155285,155388
434,43477,156945,156125,156189
435,43657,157175,156815,156891
436,43785,157910,157090,157042
439,43927,158365,157885,157823
437,43992,158606,158306,158606
438,44038,158688,158588,158688
440,44144,159234,158684,158689
442,44288,160018,159098,159260
441,44337,160701,160001,160187
443,44381,161096,160746,160787
445,44653,162018,160958,160838
446,44669,162223,162023,162223
444,44676,162854,162264,162328
447,44764,163294,162794,162982
450,45086,163083,162883,163083
448,45077,163547,163307,163192
449,45049,163588,163358,163149
452,45230,164679,164089,163984
451,45165,164695,164395,163651
453,45397,165233,164693,164684
454,45594,165770,165120,165052
456,45668,166513,165753,165830
455,45696,167426,166646,167002
457,45904,168048,167308,167740
458,45957,168240,168080,167968
459,46164,168222,168132,168139
461,46203,168282,168162,168282
460,46271,168545,168225,168418
462,46428,169016,168436,168514
463,46540,169031,168941,169031
464,46691,169397,168897,169397
466,46719,169897,169397,169897
465,46729,170545,169955,169999
467,46817,170784,170574,170607
468,46820,171200,170900,170825
469,47096,171282,171022,171055
471,47133,172065,171355,171317
470,47155,172174,172054,172174
472,47328,172109,172059,172109
474,47412,172143,172023,172037
473,47503,172090,172080,172090
475,47568,172826,172116,172041
476,47736,173345,172725,172794
477,47970,173409,173179,173327
478,48045,173481,173381,173481
479,48089,173647,173437,173445
480,48249,173951,173601,173756
481,48397,174037,173837,173928
482,48420,174694,174034,174523
484,48533,174693,174603,174693
485,48538,174954,174724,174738
483,48585,175727,174967,174987
486,48635,176018,175778,175735
487,48720,176434,176084,176113
488,49087,176198,176098,176198
489,49131,176761,176201,176230
491,49133,176933,176843,176810
490,49266,177001,176831,176930
493,49402,177219,176849,176920
492,49488,177446,177236,177324
494,49675,177327,177307,177276
495,49794,177924,177374,177370
498,49800,178201,177971,177999
496,49861,178216,178166,178216
497,49937,179629,178289,178680
499,50080,180232,179612,179601
